"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2014";"2015";"2016";"2017";"2018";"2019" 
"152511 Indsats til beskyttelse af børn mod overgreb "; 29,2; 28,1; 13,2; 9,2; 9,2; 9,2
"15251110 Oplysningskampagner og opkvalificering "; 5,8; 5,2; 1,0; 0,0; 0,0; 0,0
"15251130 Indsatsen over for krænkende børn "; 8,2; 7,2; 7,2; 7,2; 7,2; 7,2
"15251140 Kommunernes sagsbehandling og ledelse "; 13,2; 13,7; 3,0; 2,0; 2,0; 2,0
"15251150 Midler til Børns Vilkår ved erstatningssager "; 2,0; 2,0; 2,0; 0,0; 0,0; 0,0
"1526 Forebyggelsesinitiativer "; 45,5; 52,2; 92,9; 91,0; 69,9; 69,9
"152601 Forebyggende indsats for udsatte børn og unge "; 45,5; 52,2; 24,2; 21,1; 0,0; 0,0
"15260110 Forebyggende indsats for udsatte børn og unge"; 45,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15260111 Forældrekompetencer "; 0,0; 16,0; 8,8; 9,3; 0,0; 0,0
"15260120 Forebyggende indsatser i dagtilbud "; 0,0; 15,0; 1,1; 0,3; 0,0; 0,0
"15260140 Udbredelse af kommunernes anvendelse af friti"; 0,0; 4,0; 1,6; 0,0; 0,0; 0,0
"15260150 Dokumentation og forskning "; 0,0; 4,7; 5,9; 6,0; 0,0; 0,0
"15260160 Partnerskabskommuner "; 0,0; 12,1; 5,9; 4,4; 0,0; 0,0
"15260170 Udvikling og understøttelse "; 0,0; 0,4; 0,9; 1,1; 0,0; 0,0
"152603 Behandling af børn og unge "; 0,0; 0,0; 68,7; 69,9; 69,9; 69,9
"15260310 Behandling af børn og unge, pulje "; 0,0; 0,0; 66,2; 68,6; 67,1; 69,5
"15260320 Behandling til børn af unge, evaluering "; 0,0; 0,0; 2,5; 1,3; 2,8; 0,4
"154 Social "; 1346,7; 1520,4; 1680,9; 1921,1; 1975,0; 1906,9
"1543 Hjælp til flygtninge "; 378,4; 503,8; 742,2; 984,8; 1039,0; 973,2
"154301 Hjælp til flygtninge mv. i enkelttilfælde "; 378,4; 503,8; 742,2; 984,8; 1039,0; 973,2
"15430110 Hjælp til flygtninge mv. i enkelttilfælde "; 378,4; 503,8; 742,2; 984,8; 1039,0; 973,2
"1544 Udgifter i forbindelse med børns pleje "; 864,9; 903,0; 825,3; 822,2; 819,7; 817,4
"154405 Merudgifter "; 846,0; 885,5; 804,5; 801,4; 798,9; 796,6
"15440510 Merudg. t. forsør. i hjem. af børn u. 18 år "; 347,6; 369,2; 321,4; 321,4; 321,4; 321,4
"15440520 Tabt arbejdsfortjeneste "; 498,4; 516,3; 483,1; 480,0; 477,5; 475,2
"154410 Udgifter til advokatbistand "; 18,9; 17,5; 20,8; 20,8; 20,8; 20,8
"15441010 Udgifter til advokatbistand "; 18,9; 17,5; 20,8; 20,8; 20,8; 20,8
"1545 Udg. t. pleje af pers. m. bet. og varigt ned. "; 103,4; 113,6; 113,4; 114,1; 116,3; 116,3
"154501 Merudg. for per. m. bet. og var. neds. fysisk "; 103,4; 113,6; 113,4; 114,1; 116,3; 116,3
"15450110 Merudg. f. per. m. bet. og var. neds. fysisk "; 103,4; 113,6; 113,4; 114,1; 116,3; 116,3
"156 Bistand og pleje for handicappede "; 41,2; 46,0; 37,6; 37,3; 37,0; 36,7
"1564 Bistand og pleje for handicappede "; 41,2; 46,0; 37,6; 37,3; 37,0; 36,7
"156405 DUKH "; 10,6; 10,5; 10,4; 10,2; 10,0; 9,8
"15640510 DUKH "; 10,6; 10,5; 10,4; 10,2; 10,0; 9,8
"156407 Koloni, handicappede børn/unge og forældre "; 11,3; 11,9; 12,1; 12,1; 12,1; 12,1
"15640710 Koloni, handicappede børn/unge og forældre "; 11,3; 11,9; 12,1; 12,1; 12,1; 12,1
"156408 Styrket indsats på botilbud mv. "; -1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15640810 Styrket indsats på botilbud mv. "; -1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"156410 Undervisning af døvblinde "; 1,2; 1,2; 1,2; 1,2; 1,2; 1,2
"15641010 Undervisning af døvblinde "; 1,2; 1,2; 1,2; 1,2; 1,2; 1,2
"156411 Døvefilm "; 7,2; 7,3; 7,3; 7,2; 7,1; 7,0
"15641110 Døvefilm "; 7,2; 7,3; 7,3; 7,2; 7,1; 7,0
"156412 Sociale teknologier for mennesker "; 4,9; 5,3; 0,0; 0,0; 0,0; 0,0
"15641210 Sociale teknologier for mennesker "; 4,9; 5,3; 0,0; 0,0; 0,0; 0,0
"156413 Deltagelse og medbestemmelse "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15641310 Styrkelse af samfundsdeltagelsen "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"156415 Fribefordring af handicappede mv. "; 2,1; 3,7; 2,1; 2,1; 2,1; 2,1
"15641510 Fribefordring af handicappede mv. "; 2,1; 3,7; 2,1; 2,1; 2,1; 2,1
"156418 Forebyg. seksuelle overgreb mod handicappede "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15641810 Seksuelle overgreb mod handicappede "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"156450 Organisationer m.v. på handicaprådet "; 6,0; 6,1; 4,5; 4,5; 4,5; 4,5
"15645019 Dansk Blindesamfund "; 4,4; 4,5; 4,5; 4,5; 4,5; 4,5
"15645025 Synscenter Refsnæs "; 1,6; 1,6; 0,0; 0,0; 0,0; 0,0
"157 Integration og øvrige bistandsordninger "; 1142,4; 1217,3; 984,8; 967,0; 934,7; 899,6
"1572 Forsorgshjem "; 602,5; 574,6; 590,8; 604,7; 617,1; 627,0
"157201 Generelle udgifter, forsorgshjem mv. "; 551,8; 523,4; 540,0; 554,3; 567,9; 578,2
"15720110 Generelle udgifter vedr. forsorgshjem mv. "; 551,8; 523,4; 540,0; 554,3; 567,9; 578,2
"157202 Kofoeds Skole "; 37,3; 37,3; 36,8; 36,4; 35,2; 34,8
"15720210 Kofoeds Skole "; 26,9; 28,4; 28,0; 28,5; 27,4; 27,0
"15720231 Tilskud til grønlænderarbejde "; 5,0; 4,6; 4,6; 3,7; 3,6; 3,6
"15720250 Erhvervstræning, de mest udsatte grupper "; 5,4; 4,3; 4,2; 4,2; 4,2; 4,2
"157203 Møltrup Optagelseshjem "; 9,2; 9,3; 9,4; 9,4; 9,4; 9,4
"15720330 Møltrup Optagelseshjem "; 8,2; 8,3; 8,4; 8,4; 8,4; 8,4
"15720340 Møltrup Optagelseshjem, tidligere beboere "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"157205 Kofoeds Skole, afdrag og renter "; 4,2; 4,6; 4,6; 4,6; 4,6; 4,6
"15720510 Kofoeds Skole, afdrag og renter "; 4,2; 4,6; 4,6; 4,6; 4,6; 4,6
"1574 Bistand, psykiatriske patienter "; 131,8; 110,6; 76,2; 71,4; 34,5; 34,5
"157401 Indsats over for pers udsat for seks overgreb "; 20,4; 12,6; 0,0; 0,0; 0,0; 0,0
"15740120 Regionale behandlings- og rådgivningscentre "; 20,4; 12,6; 0,0; 0,0; 0,0; 0,0
"157409 Psykologbehandling til seksuelt misbrugte "; 4,0; 4,2; 0,0; 0,0; 0,0; 0,0
"15740910 Psykologbehandling til seksuelt misbrugte "; 4,0; 4,2; 0,0; 0,0; 0,0; 0,0
"157410 Sociale tilbud til personer med sindslidelser "; 47,1; 93,8; 76,2; 71,4; 34,5; 34,5
"15741013 Psykiatriaftale 2007-2010 "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"15741020 Fremrykningspuljen "; 18,6; 34,2; 34,4; 34,4; 34,5; 34,5
"15741030 Sociale tilbud til personer med sindslidelser"; 2,3; 18,2; 0,0; 0,0; 0,0; 0,0
"15741040 Sociale akuttilbud "; 8,0; 20,2; 20,3; 21,3; 0,0; 0,0
"15741050 Dokumenterede metoder i bostøtteindsatsen "; 3,7; 4,0; 4,1; 3,5; 0,0; 0,0
"15741060 Forebyggelse af magtanvendelse på botilbud "; 1,0; 1,0; 1,0; 1,0; 0,0; 0,0
"15741070 Pulje til forløbsprogram "; 1,0; 6,1; 6,2; 0,0; 0,0; 0,0
"15741071 Pulje til plan for pårørendeinddragelse "; 3,6; 2,0; 2,0; 2,0; 0,0; 0,0
"15741080 Medarbejdere, frivillige og mentorer "; 9,2; 8,1; 8,2; 9,2; 0,0; 0,0
"157411 Akutte tilbud til sindslidende "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15741110 Akutte tilbud til sindslidende "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"157412 Styrkelse af socialpsykiatrien "; 4,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15741220 Isolerede sindslidende i egen bolig "; 4,5; 0,0; 0,0; 0,0; 0,0; 0,0
"157413 Sundhed til socialt udsatte "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15741310 Sundhed til socialt udsatte "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"157414 Styrket indsats for sindslidende "; -1,8; 0,0; 0,0; 0,0; 0,0; 0,0
"15741410 Den gode udskrivning "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15741420 Integrerede forløb "; 1,6; 0,0; 0,0; 0,0; 0,0; 0,0
"15741460 Fremskudt sagsbehandling "; -3,1; 0,0; 0,0; 0,0; 0,0; 0,0
"157415 Psykiatriaftale 2011-2014 "; 58,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15741510 Udfasning af driftstilskud "; 21,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15741520 Særforanstaltninger "; 1,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15741530 Udvikling af bostøtte "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15741540 Sindslidende med misbrug "; 12,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15741550 Børn og unge med psykiske vanskeligheder "; 20,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15741560 Overgangen fra barn til voksen "; 2,7; 0,0; 0,0; 0,0; 0,0; 0,0
"1575 Særligt udsatte grupper "; 408,1; 532,1; 317,8; 290,9; 283,1; 238,1
"157502 Pulje lokale/kommunale udsatteråd "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15750210 Pulje lokale/kommunale udsatteråd "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157503 Styrket indsats over for voldsramte "; 0,0; 36,4; 1,1; 1,1; 1,7; 0,0
"15750310 CTI for kvinder på krisecenter "; 0,0; 15,5; 0,0; 0,0; 0,0; 0,0
"15750311 Evaluering af CTI for kvinder på krisecenter "; 0,0; 0,8; 0,6; 0,6; 0,8; 0,0
"15750320 Amblunat rådgivning og sociale indsatser "; 0,0; 19,3; 0,0; 0,0; 0,0; 0,0
"15750321 Evaluering af ambulant rådgivning "; 0,0; 0,8; 0,5; 0,5; 0,9; 0,0
"157504 Særlig indsats, de svagest stillede børn/unge "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15750410 SIBU "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157508 Særtilskud til Københavns Kommune "; 0,0; 57,5; 57,9; 57,9; 57,9; 57,9
"15750810 Særtilskud til Københavns Kommune "; 0,0; 45,1; 45,4; 45,4; 45,4; 45,4
"15750820 Indsats over for stofsmisbrugere "; 0,0; 12,4; 12,5; 12,5; 12,5; 12,5
"157509 National civilsamfundsstrategi "; 21,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15750910 Innovation og udvikling i den sociale indsats"; 17,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15750920 Aktivt medborgerskab og frivillighedskultur "; 1,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15750930 Frivillige organisationers virke "; 2,4; 0,0; 0,0; 0,0; 0,0; 0,0
"157510 Børne- og familiepolitiske område "; 4,9; 5,0; 0,0; 0,0; 0,0; 0,0
"15751072 Pulje til sommerferiehjælp "; 4,9; 5,0; 0,0; 0,0; 0,0; 0,0
"157511 Lige Muligheder "; -0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15751120 Kollegier for unge mødre "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15751140 Forsøg med efterværn for tidligere anbragte "; -0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"157512 Støtte til kvinder på vej ud af prostitution "; 7,0; 10,7; 0,0; 0,0; 0,0; 0,0
"15751210 Støtte til kvinder på vej ud af prostitution "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15751220 Socialt udsatte kvinder i prostitution "; 7,0; 10,7; 0,0; 0,0; 0,0; 0,0
"157514 Indsats til forebyggelse af vold på botilbud "; 0,0; 10,6; 0,6; 0,3; 0,8; 0,0
"15751410 forebyggelse af vold på botilbud, pulje "; 0,0; 10,2; 0,0; 0,0; 0,0; 0,0
"15751411 Forebyggelse af vold på botilbud, evaluering "; 0,0; 0,4; 0,6; 0,3; 0,8; 0,0
"157515 Styrkelse af plejefamiliemrådet "; 0,0; 5,5; 6,2; 2,1; 2,1; 0,0
"15751510 Ledernetværk på plejefamilieområdet "; 0,0; 2,1; 2,1; 2,1; 2,1; 0,0
"15751520 Udbredelse af model for vederlag "; 0,0; 0,8; 3,1; 0,0; 0,0; 0,0
"15751530 Forløbsbeskrivelser "; 0,0; 2,6; 0,0; 0,0; 0,0; 0,0
"15751540 Udgiftsdækning af netværksplejefamilier "; 0,0; 0,0; 1,0; 0,0; 0,0; 0,0
"157516 Center for Rusmiddelforskning "; 11,0; 11,3; 11,4; 11,4; 11,4; 11,4
"15751610 Center for Rusmiddelforskning "; 11,0; 11,3; 11,4; 11,4; 11,4; 11,4
"157517 Ny indsats mod asocial adfærd "; 2,6; 2,4; 1,9; 0,0; 0,0; 0,0
"15751710 Aftale om god opførsel "; 0,7; 0,9; 0,9; 0,0; 0,0; 0,0
"15751720 Implementering af netværkssamråd "; 2,0; 1,5; 1,0; 0,0; 0,0; 0,0
"157518 Forstærket indsats over for kriminelle unge "; 12,0; 12,5; 12,6; 12,6; 5,4; 5,4
"15751860 Uddannelsesindsats på sikrede institutioner "; 5,1; 5,4; 5,4; 5,4; 5,4; 5,4
"15751870 Forebyggende indsats ift. bandekriminalitet "; 6,9; 7,1; 7,2; 7,2; 0,0; 0,0
"157519 Bedre tværfaglig indsats - børn af udsatte "; -1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15751910 Bedre tværfaglig indsats - børn af udsatte "; -1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157520 Ungdomskriminalitet "; 8,0; 9,1; 1,7; 1,7; 1,7; 1,7
"15752020 kompetencer "; 1,0; 1,0; 0,0; 0,0; 0,0; 0,0
"15752030 forhandlingsprogram "; 3,6; 4,0; 0,5; 0,5; 0,5; 0,5
"15752040 kognetive "; 3,1; 3,1; 0,2; 0,2; 0,2; 0,2
"15752070 ny institutionstype "; 0,3; 1,0; 1,0; 1,0; 1,0; 1,0
"157521 Hjemløsestrategi "; 29,7; 41,5; 20,3; 15,3; 1,5; 0,7
"15752110 Indsats for at fjerne hjemløshed "; 15,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15752120 Tilskud til etablering af nødovernatning "; 3,8; 6,7; 0,0; 0,0; 0,0; 0,0
"15752130 Indsats til unge med fokus på forebyggelse "; 8,2; 19,3; 19,4; 14,1; 0,0; 0,0
"15752140 Forankring af Hjemløsestrategien "; 1,8; 0,0; 0,0; 0,0; 0,0; 0,0
"15752145 Midlertidige overgangsboliger, pulje "; 0,0; 13,9; 0,0; 0,0; 0,0; 0,0
"15752146 Midlertidige overgangsboliger, evaluering "; 0,0; 1,0; 0,2; 0,5; 0,8; 0,0
"15752150 Medfinansiering af EU-fond "; 0,0; 0,6; 0,7; 0,7; 0,7; 0,7
"157522 Rygeadgang og røgfrit miljø på væresteder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15752210 Rygeadgang og røgfrit miljø på væresteder "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"157523 Aktivitetstilbud på væresteder mv. "; 3,8; 5,2; 5,3; 0,0; 0,0; 0,0
"15752310 Aktivitetstilbud på væresteder mv. "; -2,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15752320 Værestedernes rolle i den sociale indsats "; 5,9; 5,2; 5,3; 0,0; 0,0; 0,0
"157526 Pulje til socialt udsatte grupper "; 111,3; 51,0; 33,8; 33,8; 33,8; 33,8
"15752610 Pulje til socialt udsatte grupper "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15752611 Permanent driftstilskud, Pulje til udsatte "; -2,7; 0,0; 0,0; 0,0; 0,0; 0,0
"15752612 Særtilskud til Københavns Kommune "; 44,7; 0,0; 0,0; 0,0; 0,0; 0,0
"15752640 Social indsats over for stofmisbrugere "; 45,9; 33,6; 33,8; 33,8; 33,8; 33,8
"15752643 Indsats over for gravide stofmisbrugere "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15752644 Anonym ambulant behandling af stofmisbrugere "; 3,1; 2,5; 0,0; 0,0; 0,0; 0,0
"15752650 Social indsats over for alkoholmisbrugere "; -0,6; 0,0; 0,0; 0,0; 0,0; 0,0
"15752670 Digitaliseringsinitiativ for socialt udsatte "; 1,8; 2,0; 0,0; 0,0; 0,0; 0,0
"15752671 Forsøg med interventionscenter for voldsramte"; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15752672 Evaluering af kvindekrisecentertilbuddene "; 0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15752674 stofmisbrugere med kaotisk blandingsmisbrug "; 12,1; 6,3; 0,0; 0,0; 0,0; 0,0
"15752676 Driftsbevilling til Hanne Mariehjemmet "; 6,4; 6,6; 0,0; 0,0; 0,0; 0,0
"157527 Fremme af kønsligestilling "; 6,9; 11,3; 0,8; 0,8; 0,8; 0,8
"15752731 Alternativ til Vold "; 0,7; 0,8; 0,8; 0,8; 0,8; 0,8
"15752732 behandlingsmuligheder for voldelige mænd "; 6,2; 10,5; 0,0; 0,0; 0,0; 0,0
"157534 Forældreprogrammer m.v. "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"15753410 Forældreprogrammer mv. "; -0,9; 0,0; 0,0; 0,0; 0,0; 0,0
"157535 Socialt udsatte grønlændere i Danmark "; 6,2; 6,4; 4,8; 4,6; 4,6; 4,6
"15753511 Døgnværested for udsatte grønlændere "; 2,2; 2,2; 2,2; 2,2; 2,2; 2,2
"15753520 Tilskud til De Grønlandske Huse "; 2,4; 2,6; 2,4; 2,4; 2,4; 2,4
"15753530 Strategi for herboende udsatte grønlændere "; 1,6; 1,6; 0,2; 0,0; 0,0; 0,0
"157544 Styrkelse af efterværnsindsatsen "; 12,0; 54,0; 2,8; 2,9; 37,6; 0,0
"15754410 Styrkelse af efterværnsindsatsen "; 12,0; 0,0; 0,0; 0,0; 0,0; 0,0
"15754420 Efterværn og netværksgrupper "; 0,0; 54,0; 0,0; 0,0; 37,6; 0,0
"15754421 Undersøgelse og erfaringsopsamling "; 0,0; 0,0; 2,8; 2,9; 0,0; 0,0
"157545 Én indgang for alle børn "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"15754510 Én indgang for alle børn "; 5,0; 5,0; 5,0; 5,0; 5,0; 5,0
"157548 Nyt adoptionssystem "; 0,0; 6,0; 2,0; 2,0; 2,0; 0,0
"15754810 Driftsstøtte "; 0,0; 2,0; 2,0; 2,0; 2,0; 0,0
"15754820 Støtte til sammenlægning "; 0,0; 4,0; 0,0; 0,0; 0,0; 0,0
"157550 Organisationer m.v. på børneområdet "; 11,4; 11,5; 11,6; 11,6; 11,6; 11,6
"15755011 Red Barnet "; 2,1; 2,1; 2,1; 2,1; 2,1; 2,1
"15755014 Mødrehjælpen "; 5,9; 6,0; 6,1; 6,1; 6,1; 6,1
"15755025 Baglandet i Aalborg "; 2,3; 2,3; 2,3; 2,3; 2,3; 2,3
"15755033 Landsforeningen til støtte ved Spædbarnsdød "; 1,1; 1,1; 1,1; 1,1; 1,1; 1,1
"157551 Udviklingsarbejde vedrørende mål "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"15755110 Udviklingsarbejde vedrørende mål "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"157570 Tilskud til socialt udsatte "; 3,7; 3,7; 3,9; 2,0; 2,0; 2,0
"15757019 Kirkens Korshær "; 3,7; 3,7; 3,9; 2,0; 2,0; 2,0
"157572 Det Fælles Ansvar II "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"15757210 Det Fælles Ansvar II "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"157573 Driftsstøtte til brugerorganisationer mv. "; 86,7; 89,0; 89,8; 103,2; 103,2; 103,2
"15757310 Ventilen Danmark "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15757311 Baglandet i Århus "; 1,6; 1,7; 1,7; 1,7; 1,7; 1,7
"15757312 Baglandet på Vesterbro "; 1,7; 1,8; 1,8; 1,8; 1,8; 1,8
"15757315 LOKK, kvindekrisecentre "; 0,0; 6,4; 6,5; 6,5; 6,5; 6,5
"15757330 Sats 2011 - Driftsstøtte til udløb i 2010 "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15757345 Døgnværestedet for udsatte grønlændere "; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15757346 Det Grønlandske Hus i Aalborg "; 0,7; 0,7; 0,7; 0,7; 0,7; 0,7
"15757347 Det Grønlandske Hus i Aarhus "; 1,2; 1,2; 1,2; 1,2; 1,2; 1,2
"15757348 Det Grønlandske Hus i Odense "; 0,4; 0,4; 0,4; 0,4; 0,4; 0,4
"15757349 Det Grønlandske Hus i København "; 1,1; 1,1; 1,1; 1,1; 1,1; 1,1
"15757350 Satspuljeaftale 2012, driftsstøtte udløb 2011"; 0,2; 0,3; 0,3; 0,3; 0,3; 0,3
"15757351 Satspuljeaftalen 2012, driftsstøtte udløb 12 "; 0,3; 0,3; 0,3; 0,3; 0,3; 0,3
"15757352 Sats 2013 - driftsstøtte til udløb i 2012 "; 1,8; 0,2; 0,1; 0,1; 0,1; 0,1
"15757353 Sats 2013 - driftsstøtte til udløb i 2013 "; 7,7; 1,2; 1,1; 14,5; 14,5; 14,5
"15757354 Sats 2014, drift udløb 2013 "; 0,2; 0,0; 0,0; 0,0; 0,0; 0,0
"15757360 Linien - når sindet gør ondt "; 3,5; 4,2; 4,2; 4,2; 4,2; 4,2
"15757361 LAP "; 3,8; 3,9; 3,9; 3,9; 3,9; 3,9
"15757362 Landsforeningen bedre psykiatri "; 4,0; 4,1; 4,1; 4,1; 4,1; 4,1
"15757363 Reden i København "; 6,9; 7,0; 7,1; 7,1; 7,1; 7,1
"15757364 Reden i Odense "; 3,1; 3,1; 3,1; 3,1; 3,1; 3,1
"15757365 Reden i Århus "; 4,9; 4,9; 5,0; 5,0; 5,0; 5,0
"15757366 Projekt Udenfor "; 5,8; 5,9; 6,0; 6,0; 6,0; 6,0
"15757367 TV-Glad "; 3,5; 3,5; 3,5; 3,5; 3,5; 3,5
"15757368 Børns Vilkår "; 0,3; 0,2; 0,2; 0,2; 0,2; 0,2
"15757369 Danske Døves Landsforbund "; 1,1; 1,1; 1,1; 1,1; 1,1; 1,1
"15757372 Landsforeningen Børns Voksenvenner "; 5,1; 4,8; 4,8; 4,8; 4,8; 4,8
"15757373 SAVN "; 1,6; 1,6; 1,6; 1,6; 1,6; 1,6
"15757374 SAND De hjemløses landsorganisation "; 3,9; 3,9; 3,9; 3,9; 3,9; 3,9
"15757375 Børn, Unge og Sorg "; 6,1; 6,6; 7,1; 7,1; 7,1; 7,1
"15757376 Foreningen Børn og Unge i Voldsramte familier"; 1,5; 1,5; 1,5; 1,5; 1,5; 1,5
"15757377 Landsforeningen af Væresteder "; 1,6; 1,6; 1,6; 1,6; 1,6; 1,6
"15757378 Det Grønlandske Hus i Ålborg "; 0,5; 0,5; 0,5; 0,5; 0,5; 0,5
"15757379 Foreningen Grønlandske Børn "; 6,1; 6,2; 6,3; 6,3; 6,3; 6,3
"15757380 Fonden for Socialt Ansvar "; 1,6; 1,7; 1,7; 1,7; 1,7; 1,7
"15757381 Landsforeningen mod Spiseforstyrrelser "; 1,8; 1,8; 1,8; 1,8; 1,8; 1,8
"15757382 PS Landsforening Pårørende til spiseforstyrre"; 1,0; 1,0; 1,0; 1,0; 1,0; 1,0
"15757383 Foreningen Danske Døvblinde "; 0,0; 1,6; 1,6; 1,6; 1,6; 1,6
"15757385 Fonden FBU Forældrestøtte "; 0,0; 1,0; 1,0; 1,0; 1,0; 1,0
"157574 Overgangsordning "; 42,9; 22,5; 3,6; 0,0; 0,0; 0,0
"15757471 Satspuljeaftalen 12, overgangsstøtte udløb 12"; 2,3; 1,5; 0,0; 0,0; 0,0; 0,0
"15757472 Sats 2013 - overgangsstøtte til udløb i 2012 "; 3,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15757473 Sats 2013 - overgangsstøtte til udløb i 2013 "; 18,4; 9,3; 0,0; 0,0; 0,0; 0,0
"15757474 Sats 2014, overgang udløb 2013 "; 18,7; 4,2; 0,0; 0,0; 0,0; 0,0
"15757475 Sats 2014, overgang udløb 2014 "; 0,0; 2,1; 1,6; 0,0; 0,0; 0,0
"15757476 GAM3 "; 0,0; 2,0; 2,0; 0,0; 0,0; 0,0
"15757477 Mødrehjælpen "; 0,0; 3,2; 0,0; 0,0; 0,0; 0,0
"15757478 Sjældne Diagnoser "; 0,0; 0,2; 0,0; 0,0; 0,0; 0,0
"157575 Udviklingsinitiativer "; 20,3; 60,0; 40,7; 22,6; 0,0; 0,0
"15757511 Inklusionsprojekter for børn med handicap "; 0,0; 18,0; 0,0; 0,0; 0,0; 0,0
"15757512 Mænd i krise "; 0,0; 10,0; 0,0; 0,0; 0,0; 0,0
"15757513 Socialt udsatte og integration "; 0,0; 0,0; 20,1; 0,0; 0,0; 0,0
"15757550 Vanskeligheder for socialt udsatte grupper "; 5,7; 0,0; 0,0; 0,0; 0,0; 0,0
"15757560 Udvikling af indsatsen mod spiseforstyrrelser"; 3,6; 0,0; 0,0; 0,0; 0,0; 0,0
"15757570 Udvklingsstøtte til projekter "; 6,5; 0,0; 0,0; 0,0; 0,0; 0,0
"15757580 Forebyggelse af social udsathed "; -0,4; 0,0; 0,0; 0,0; 0,0; 0,0
"15757590 Udviklingsstøtte til projekter "; 2,7; 28,9; 20,6; 22,6; 0,0; 0,0
"15757592 Udviklingsstøtte til fremme af mentorer "; 2,3; 3,1; 0,0; 0,0; 0,0; 0,0
"157578 Tilskud til julehjælp "; 4,1; 4,0; 0,0; 0,0; 0,0; 0,0
"15757810 Støtte til organisationer "; 4,1; 4,0; 0,0; 0,0; 0,0; 0,0
"159 Tilskud til kommuner mv. "; 196936,9; 196791,2; 202236,6; 200204,7; 199198,6; 197642,3
"1591 Tilskud til kommuner "; 172045,4; 172456,2; 177537,1; 175505,2; 174499,1; 172942,8
"159103 Statstilskud til regionerne "; 86576,6; 89268,1; 91778,3; 91449,9; 91488,2; 91488,2
"15910310 Statstilskud til sundhedsområdet "; 84332,4; 86969,7; 89489,9; 89161,5; 89199,8; 89199,8
"15910320 Statstilskud til udviklingsområder "; 2244,2; 2298,4; 2288,4; 2288,4; 2288,4; 2288,4
"159111 Kommunerne "; 70112,9; 64635,6; 66195,5; 61978,4; 61978,4; 61978,4
"15911120 Statstilskud til kommuner "; 71081,1; 64583,0; 66198,1; 61978,4; 61978,4; 61978,4
"15911160 Selvbudgettering "; -811,2; 79,7; 0,0; 0,0; 0,0; 0,0
"15911181 Modregning afståelse af energivirksomheder "; -156,9; -27,1; -2,6; 0,0; 0,0; 0,0
